鄉鎮市區,交易年月日,建物移轉總面積平方公尺,總價元,車位總價元,資料來源,縣市,房屋單價（元/平方公尺）
中山區,1101107,112.6,8480000,1250000,成屋,基隆市,64209.59147424512
中山區,1101107,161.12,12110000,1500000,成屋,基隆市,65851.53922542205
中山區,1101105,145.25,10660000,1200000,成屋,基隆市,65129.08777969019
中山區,1101103,279.16,37280000,2750000,成屋,基隆市,123692.50608969765
中山區,1101125,95.66,7900000,1000000,成屋,基隆市,72130.46205310475
中山區,1101130,246.47,34520000,1450000,成屋,基隆市,134174.5445693188
中山區,1101119,108.33,8280000,1400000,成屋,基隆市,63509.646450660024
中山區,1101112,112.6,8760000,1400000,成屋,基隆市,65364.120781527534
中山區,1101111,129.48,11280000,1250000,成屋,基隆市,77463.70095767686
中山區,1101119,161.12,12450000,1500000,成屋,基隆市,67961.7676266137
中山區,1101112,112.6,8690000,1300000,成屋,基隆市,65630.55062166962
中山區,1101112,219.27,33740000,0,成屋,基隆市,153874.2189994071
信義區,1101126,259.39,12980000,1500000,成屋,基隆市,44257.681483480475
信義區,1101119,259.39,14100000,2100000,成屋,基隆市,46262.38482593778
信義區,1101106,221.36,13000000,1400000,成屋,基隆市,52403.32490061438
中山區,1101125,96.15,7590000,700000,成屋,基隆市,71658.86635465418
中山區,1101113,145.16,10890000,1300000,成屋,基隆市,66065.03168917057
中山區,1101101,161.12,12320000,1350000,成屋,基隆市,68085.89870903674
中山區,1101130,109.24,8170000,1400000,成屋,基隆市,61973.63603075797
中山區,1101127,145.16,11880000,1500000,成屋,基隆市,71507.30228713145
中山區,1101107,147.26,11500000,1400000,成屋,基隆市,68586.1741138123
中山區,1101003,348.82000000000005,47410000,2750000,成屋,基隆市,128031.64956137835
中山區,1101011,248.88,35450000,1400000,成屋,基隆市,136812.92189006752
中山區,1101022,226.89,35250000,1400000,成屋,基隆市,149191.23804486755
中山區,1101003,360.02,49160000,2800000,成屋,基隆市,128770.62385423033
中山區,1101003,309.95,39550000,2750000,成屋,基隆市,118728.82723019843
中山區,1101019,100.46,8350000,1000000,成屋,基隆市,73163.44813856261
中山區,1101012,161.12,12000000,1400000,成屋,基隆市,65789.47368421052
中山區,1101025,128.4,11010000,1400000,成屋,基隆市,74844.23676012461
中山區,1101021,110.84,8800000,1150000,成屋,基隆市,69018.40490797546
中山區,1101013,161.47,12320000,1400000,成屋,基隆市,67628.66167089863
中山區,1101013,145.39999999999998,10880000,1300000,成屋,基隆市,65887.2077028886
中山區,1101018,128.6,10070000,1300000,成屋,基隆市,68195.9564541213
中山區,1101028,191.62,14440000,2650000,成屋,基隆市,61528.02421459138
中山區,1101008,112.6,8400000,1300000,成屋,基隆市,63055.0621669627
中山區,1101022,110.61,8720000,1250000,成屋,基隆市,67534.58096013019
中山區,1101008,128.4,10410000,1350000,成屋,基隆市,70560.7476635514
中山區,1101014,188.25,13290000,2800000,成屋,基隆市,55723.77158034529
中山區,1101018,188.25,13790000,2900000,成屋,基隆市,57848.605577689246
中山區,1101027,161.12,12070000,1500000,成屋,基隆市,65603.27706057597
中山區,1101021,99.03,8710000,850000,成屋,基隆市,79369.88791275371
中山區,1101028,161.35,11700000,1300000,成屋,基隆市,64456.151224047106
中山區,1101018,158.24,25500000,0,成屋,基隆市,161147.62386248735
中山區,1101005,108.33,8100000,1250000,成屋,基隆市,63232.7148527647
中山區,1101028,145.31,10830000,1400000,成屋,基隆市,64895.74014176588
中山區,1101030,145.16,10940000,1300000,成屋,基隆市,66409.47919537063
中山區,1101021,128.6,10150000,1200000,成屋,基隆市,69595.64541213065
中山區,1101007,165.37,12850000,1200000,成屋,基隆市,70448.08610993529
中山區,1101028,128.6,9900000,1250000,成屋,基隆市,67262.83048211508
中山區,1101028,128.4,10460000,1400000,成屋,基隆市,70560.7476635514
中山區,1101022,145.39999999999998,10800000,1400000,成屋,基隆市,64649.24346629987
中山區,1101019,128.6,10070000,1300000,成屋,基隆市,68195.9564541213
中山區,1101019,128.6,10010000,1300000,成屋,基隆市,67729.3934681182
中山區,1101031,138.35000000000002,16800000,1300000,成屋,基隆市,112034.6946151066
中山區,1101006,161.35,11720000,1300000,成屋,基隆市,64580.10536101642
中山區,1101019,108.46,8530000,1300000,成屋,基隆市,66660.52000737599
中山區,1101005,81.32,7300000,0,成屋,基隆市,89768.81455976391
中山區,1101021,112.6,8120000,1200000,成屋,基隆市,61456.48312611013
中山區,1101014,161.12,12250000,1400000,成屋,基隆市,67341.11221449851
中山區,1101014,145.16,10960000,1400000,成屋,基隆市,65858.36318545054
中山區,1101013,112.6,8720000,1400000,成屋,基隆市,65008.88099467141
中山區,1101014,85.46000000000001,7290000,0,成屋,基隆市,85303.06576175988
中山區,1101021,99.03,8080000,950000,成屋,基隆市,71998.38432798142
中山區,1101015,108.46,8380000,1200000,成屋,基隆市,66199.52056057533
中山區,1101021,112.6,8590000,1250000,成屋,基隆市,65186.50088809947
信義區,1101024,258.29,13600000,1800000,成屋,基隆市,45685.08265902667
中山區,1101013,148.16,12220000,1500000,成屋,基隆市,72354.21166306696
中山區,1101015,109.34,7880000,1200000,成屋,基隆市,61093.835741723065
中山區,1100903,145.16,10570000,1300000,成屋,基隆市,63860.56764949022
中山區,1100914,129.41,10190000,1300000,成屋,基隆市,68696.39131442702
中山區,1100910,128.6,10270000,1400000,成屋,基隆市,68973.56143079315
中山區,1100929,161.20999999999998,12100000,1200000,成屋,基隆市,67613.67160846102
中山區,1100922,109.23,8300000,1250000,成屋,基隆市,64542.708047239765
中山區,1100909,109.68,8730000,1400000,成屋,基隆市,66830.78045222464
中山區,1100909,161.47,12400000,1400000,成屋,基隆市,68124.1097417477
中山區,1100912,148.16,11960000,1350000,成屋,基隆市,71611.77105831534
中山區,1100915,148.16,12150000,1350000,成屋,基隆市,72894.16846652268
中山區,1100915,172.29000000000002,12300000,2750000,成屋,基隆市,55429.79859539148
中山區,1100907,108.46,8300000,1200000,成屋,基隆市,65461.92144569427
中山區,1100912,148.16,11280000,1400000,成屋,基隆市,66684.66522678186
信義區,1100911,222.46,12320000,1200000,成屋,基隆市,49986.51442956037
中山區,1100923,161.35,11900000,1450000,成屋,基隆市,64766.03656647041
中山區,1100831,128.6,10380000,1400000,成屋,基隆市,69828.92690513219
中山區,1100830,108.4,8350000,1200000,成屋,基隆市,65959.40959409594
中山區,1100829,190.24,14180000,3000000,成屋,基隆市,58767.872161480234
信義區,1100509,238.09,13000000,2000000,成屋,基隆市,46201.01642236129
信義區,1100508,201.16,11500000,1250000,成屋,基隆市,50954.4641081726
信義區,1100218,238.09,13500000,2700000,成屋,基隆市,45360.99794195472
信義區,1091205,200.83,9400000,1350000,成屋,基隆市,40083.652840711045
中正區,1100202,32.14,1600000,0,成屋,基隆市,49782.20286247666
暖暖區,1100202,99.03,2500000,0,成屋,基隆市,25244.875290316064
信義區,1100201,68.37,1250000,0,成屋,基隆市,18282.87260494369
安樂區,1100205,47.14,2150000,0,成屋,基隆市,45608.82477725923
中正區,1100204,24.93,825000,0,成屋,基隆市,33092.65944645006
中正區,1100207,31.29,1650000,0,成屋,基隆市,52732.50239693193
暖暖區,1100201,70.85,2750000,0,成屋,基隆市,38814.39661256175
安樂區,1100206,92.43,3400000,0,成屋,基隆市,36784.59374661906
中正區,1100217,122.22,12380000,0,成屋,基隆市,101292.75077728686
安樂區,1100205,143.53,6300000,0,成屋,基隆市,43893.26273252979
七堵區,1100217,49.42,2500000,0,成屋,基隆市,50586.80696074464
安樂區,1100218,399.42,22500000,0,成屋,基隆市,56331.68093735917
安樂區,1100208,116.6,3350000,0,成屋,基隆市,28730.703259005146
中正區,1100207,32.25,1600000,0,成屋,基隆市,49612.40310077519
中正區,1100206,83.35,2820000,0,成屋,基隆市,33833.233353329335
信義區,1100220,68.1,2200000,0,成屋,基隆市,32305.433186490456
中正區,1100219,94.55,2000000,0,成屋,基隆市,21152.829190904285
信義區,1100208,66.97,1000000,0,成屋,基隆市,14932.05913095416
信義區,1100217,131.92000000000002,6150000,0,成屋,基隆市,46619.16312916919
中正區,1100208,107.77,3600000,0,成屋,基隆市,33404.4724877053
暖暖區,1100221,129.54000000000002,3980000,0,成屋,基隆市,30724.1006638876
安樂區,1100209,96.02,5250000,0,成屋,基隆市,54676.10914392835
安樂區,1100210,82.29,3480000,0,成屋,基隆市,42289.46409041195
安樂區,1100203,175.45999999999998,8180000,0,成屋,基隆市,46620.31232189674
暖暖區,1100210,91.32,2100000,0,成屋,基隆市,22996.05781865966
安樂區,1100203,118.08,5150000,0,成屋,基隆市,43614.49864498645
中山區,1100220,27.86,2000000,0,成屋,基隆市,71787.50897343863
安樂區,1100203,72.76,3850000,0,成屋,基隆市,52913.68884002198
暖暖區,1100201,142.81,10950000,900000,成屋,基隆市,70373.223163644
七堵區,1100206,144.56,8500000,0,成屋,基隆市,58799.11455451023
中山區,1100205,218.43,11000000,0,成屋,基隆市,50359.38286865357
中正區,1100202,61.76,3430000,0,成屋,基隆市,55537.56476683938
仁愛區,1100223,45.99,1400000,0,成屋,基隆市,30441.400304414
七堵區,1100221,97.07,2600000,0,成屋,基隆市,26784.794478211603
七堵區,1100204,71.49,5500000,0,成屋,基隆市,76933.83690026577
信義區,1100102,186.34,11500000,1100000,成屋,基隆市,55811.95663840292
中正區,1100105,113.3,3950000,0,成屋,基隆市,34863.19505736981
信義區,1100102,212.26,12250000,1800000,成屋,基隆市,49232.07387166683
中正區,1100104,177.68,19200000,1100000,成屋,基隆市,101868.52769022962
暖暖區,1100101,94.55,2560000,0,成屋,基隆市,27075.621364357485
中正區,1100101,32.57,1600000,0,成屋,基隆市,49124.96162112373
安樂區,1100104,22.01,1000000,0,成屋,基隆市,45433.893684688774
安樂區,1100106,106.97,6500000,0,成屋,基隆市,60764.70038328503
中正區,1100107,32.57,1470000,0,成屋,基隆市,45133.55848940743
中正區,1100104,30.9,1600000,0,成屋,基隆市,51779.93527508091
安樂區,1100105,35.16,1850000,0,成屋,基隆市,52616.609783845284
仁愛區,1100107,120.86,4200000,0,成屋,基隆市,34750.951514148604
信義區,1100105,193.68,12700000,0,成屋,基隆市,65572.07765386204
仁愛區,1100112,34.69,5000000,0,成屋,基隆市,144133.75612568465
信義區,1100105,46.86,1500000,0,成屋,基隆市,32010.243277848913
安樂區,1100112,72.41,5570000,0,成屋,基隆市,76923.07692307692
中山區,1100104,39.81,2100000,0,成屋,基隆市,52750.565184626976
中正區,1100110,48.72,2000000,0,成屋,基隆市,41050.903119868635
中正區,1100107,106.28,2730000,0,成屋,基隆市,25686.86488520888
信義區,1100113,106.99,3950000,0,成屋,基隆市,36919.33825591177
信義區,1100104,155.16000000000005,5600000,0,成屋,基隆市,36091.77623098736
安樂區,1100108,25.88,1080000,0,成屋,基隆市,41731.066460587324
安樂區,1100110,74.66,1300000,0,成屋,基隆市,17412.268952585055
安樂區,1100112,4.88,150000,0,成屋,基隆市,30737.70491803279
信義區,1100106,220.63,8100000,0,成屋,基隆市,36713.04899605675
信義區,1100102,117.01,7900000,0,成屋,基隆市,67515.59695752499
中正區,1100102,67.7,2550000,0,成屋,基隆市,37666.17429837518
安樂區,1100104,122.51,5500000,0,成屋,基隆市,44894.294343318914
暖暖區,1100110,87.66,3500000,0,成屋,基隆市,39926.99064567648
暖暖區,1100105,98.63,2800000,0,成屋,基隆市,28388.928317955997
七堵區,1100101,76.8,3500000,0,成屋,基隆市,45572.91666666667
安樂區,1100105,93.25,2380000,0,成屋,基隆市,25522.788203753353
安樂區,1100107,68.31,1900000,0,成屋,基隆市,27814.375640462596
安樂區,1100111,132.62,5500000,0,成屋,基隆市,41471.874528728695
安樂區,1100102,174.93,6900000,0,成屋,基隆市,39444.349168238725
中正區,1100105,212.41,23700000,1100000,成屋,基隆市,106398.00386045854
中山區,1100118,142.26999999999998,6150000,0,成屋,基隆市,43227.66570605188
中正區,1100115,68.4,2500000,0,成屋,基隆市,36549.70760233918
仁愛區,1100106,95.23,3460000,0,成屋,基隆市,36333.08831250656
信義區,1100107,144.73000000000002,5500000,0,成屋,基隆市,38001.796448559384
仁愛區,1100110,34.21,1820000,0,成屋,基隆市,53200.81847413037
中山區,1100111,74.9,3000000,0,成屋,基隆市,40053.40453938585
暖暖區,1100105,135.77,7800000,600000,成屋,基隆市,53030.861014951755
中山區,1100118,46.75,630000,0,成屋,基隆市,13475.935828877005
安樂區,1100108,96.02,3000000,0,成屋,基隆市,31243.49093938763
暖暖區,1100111,87.46,5400000,0,成屋,基隆市,61742.5108621084
暖暖區,1100119,167.64,7800000,0,成屋,基隆市,46528.27487473157
中正區,1100102,80.06,4150000,0,成屋,基隆市,51836.12290781913
中正區,1100102,62.79,1620000,0,成屋,基隆市,25800.28666985189
中正區,1100111,132.49,4200000,0,成屋,基隆市,31700.505698543286
中正區,1100115,81.32,3500000,0,成屋,基隆市,43039.84259714708
中正區,1100110,114.49,3900000,650000,成屋,基隆市,28386.758668879378
信義區,1100109,61.88,1600000,0,成屋,基隆市,25856.496444731736
中正區,1100112,122.37,3700000,0,成屋,基隆市,30236.16899566887
信義區,1100112,127.83,6200000,0,成屋,基隆市,48501.916607994994
信義區,1100108,64.56,3150000,0,成屋,基隆市,48791.821561338285
仁愛區,1100107,66.91,3800000,0,成屋,基隆市,56792.70662083396
中正區,1100105,145.70999999999998,6300000,0,成屋,基隆市,43236.565781346515
暖暖區,1100118,89.1,4350000,0,成屋,基隆市,48821.54882154882
中山區,1100109,62.78,3500000,0,成屋,基隆市,55750.23892959541
暖暖區,1100114,158.0,8700000,0,成屋,基隆市,55063.29113924051
暖暖區,1100124,75.93,3500000,0,成屋,基隆市,46095.0875806664
七堵區,1100107,66.71,5300000,0,成屋,基隆市,79448.3585669315
安樂區,1100114,48.2,1700000,0,成屋,基隆市,35269.70954356846
暖暖區,1100117,214.06,14200000,1400000,成屋,基隆市,59796.31878912455
安樂區,1100106,82.69999999999999,1800000,0,成屋,基隆市,21765.41717049577
中正區,1100122,105.75,3650000,0,成屋,基隆市,34515.366430260045
信義區,1100112,50.38,7450000,0,成屋,基隆市,147876.14132592297
信義區,1100112,50.38,4000000,0,成屋,基隆市,79396.58594680428
信義區,1100109,132.23,5000000,0,成屋,基隆市,37812.90176208122
仁愛區,1100108,52.7,2800000,0,成屋,基隆市,53130.929791271345
仁愛區,1100106,175.4,6800000,0,成屋,基隆市,38768.52907639681
信義區,1100104,91.37,2800000,0,成屋,基隆市,30644.631717193824
七堵區,1100117,85.14,8050000,0,成屋,基隆市,94550.15268968757
七堵區,1100107,81.47,7680000,0,成屋,基隆市,94267.8286485823
暖暖區,1100113,347.83,12000000,0,成屋,基隆市,34499.611879366355
安樂區,1100122,102.6,2750000,0,成屋,基隆市,26803.11890838207
暖暖區,1100103,161.8,7000000,0,成屋,基隆市,43263.28800988875
七堵區,1100105,129.97,7600000,0,成屋,基隆市,58475.032699853815
安樂區,1100125,30.26,1680000,0,成屋,基隆市,55518.83674818242
中正區,1100121,54.15,1680000,0,成屋,基隆市,31024.930747922437
信義區,1100124,59.33,3500000,0,成屋,基隆市,58992.07820664082
信義區,1100111,125.62,4500000,0,成屋,基隆市,35822.321286419356
信義區,1100118,116.4,3250000,0,成屋,基隆市,27920.962199312715
中正區,1100123,37.07,2250000,0,成屋,基隆市,60695.98057728622
中正區,1100103,92.06,2000000,0,成屋,基隆市,21724.961981316534
中山區,1100120,158.78,3600000,0,成屋,基隆市,22672.880715455347
安樂區,1100109,131.38,2560000,0,成屋,基隆市,19485.46201857208
七堵區,1100123,164.44,12300000,0,成屋,基隆市,74799.31890051083
安樂區,1100109,57.2,1800000,0,成屋,基隆市,31468.531468531466
安樂區,1100113,113.28,4000000,0,成屋,基隆市,35310.734463276836
中山區,1100121,87.61,3650000,0,成屋,基隆市,41661.910740783016
安樂區,1100115,71.64,6300000,0,成屋,基隆市,87939.69849246231
安樂區,1100114,177.69,13150000,1600000,成屋,基隆市,65000.844166807365
安樂區,1100115,95.39,2000000,0,成屋,基隆市,20966.55833944858
中山區,1100127,55.67,1800000,0,成屋,基隆市,32333.393209987426
信義區,1100113,76.7,5500000,0,成屋,基隆市,71707.95306388526
中正區,1100121,21.54,2500000,0,成屋,基隆市,116063.13834726092
仁愛區,1100119,154.89,8750000,0,成屋,基隆市,56491.703789786305
信義區,1100109,118.71,3750000,0,成屋,基隆市,31589.588071771544
信義區,1100101,104.01,7550000,0,成屋,基隆市,72589.17411787328
中正區,1100122,152.42000000000002,5700000,0,成屋,基隆市,37396.667104054584
七堵區,1100107,100.83,3900000,0,成屋,基隆市,38678.96459387087
暖暖區,1100115,53.84,2000000,0,成屋,基隆市,37147.10252600297
暖暖區,1100111,158.84,8800000,800000,成屋,基隆市,50365.147318055904
暖暖區,1100111,140.25,8000000,0,成屋,基隆市,57040.998217468805
暖暖區,1100123,170.09,8420000,0,成屋,基隆市,49503.20418601917
暖暖區,1100117,164.92000000000002,6800000,0,成屋,基隆市,41232.11253941304
安樂區,1100103,179.57,16000000,0,成屋,基隆市,89101.74305284847
暖暖區,1100127,99.23,2550000,0,成屋,基隆市,25697.87362692734
信義區,1100116,108.0,6000000,0,成屋,基隆市,55555.555555555555
信義區,1100112,113.09,10200000,0,成屋,基隆市,90193.65107436555
中正區,1100111,56.43,1600000,0,成屋,基隆市,28353.712564238882
七堵區,1100102,161.08999999999995,11300000,0,成屋,基隆市,70147.12272642624
暖暖區,1100131,91.46,4500000,0,成屋,基隆市,49201.83686857643
中正區,1100118,80.59,2550000,0,成屋,基隆市,31641.64288373247
中正區,1100127,78.17,3400000,0,成屋,基隆市,43494.94691057951
中正區,1100114,308.43,15350000,0,成屋,基隆市,49768.18078656421
暖暖區,1100128,76.37,2200000,0,成屋,基隆市,28807.123215922482
暖暖區,1100126,71.11,1700000,0,成屋,基隆市,23906.623540992827
暖暖區,1100112,76.36,2800000,0,成屋,基隆市,36668.412781561026
安樂區,1100124,236.71,8400000,0,成屋,基隆市,35486.4602255925
七堵區,1100117,78.54,2800000,0,成屋,基隆市,35650.623885918
七堵區,1100109,52.47,3200000,0,成屋,基隆市,60987.23079855156
七堵區,1100113,142.92000000000002,7100000,0,成屋,基隆市,49678.14161768821
安樂區,1100131,70.78,2900000,0,成屋,基隆市,40972.02599604408
仁愛區,1100111,116.49,6700000,0,成屋,基隆市,57515.66658082239
七堵區,1100112,124.18,5000000,0,成屋,基隆市,40264.13271058141
安樂區,1100116,77.11,1550000,0,成屋,基隆市,20101.154195305407
中正區,1100125,74.03,2450000,0,成屋,基隆市,33094.6913413481
信義區,1100125,82.47999999999999,2750000,0,成屋,基隆市,33341.41610087294
仁愛區,1100115,87.3,4700000,0,成屋,基隆市,53837.34249713631
安樂區,1100122,248.14,14600000,0,成屋,基隆市,58837.752881437904
暖暖區,1100120,171.85000000000002,6800000,0,成屋,基隆市,39569.39191155077
中山區,1100114,115.73,3500000,0,成屋,基隆市,30242.80653244621
七堵區,1100119,69.12,4000000,0,成屋,基隆市,57870.370370370365
安樂區,1100116,94.3,2500000,0,成屋,基隆市,26511.134676564157
安樂區,1100103,171.59,5500000,0,成屋,基隆市,32053.149950463314
中山區,1100125,61.95,2700000,0,成屋,基隆市,43583.53510895884
暖暖區,1100124,73.75999999999999,5000000,0,成屋,基隆市,67787.41865509762
仁愛區,1100123,139.25,9100000,0,成屋,基隆市,65350.08976660682
中正區,1100126,31.06,1750000,0,成屋,基隆市,56342.56278171282
中正區,1100122,122.22,12930000,0,成屋,基隆市,105792.83259695632
中正區,1100119,177.68,19330000,1100000,成屋,基隆市,102600.18009905447
七堵區,1100110,180.0,9750000,1200000,成屋,基隆市,47500.0
暖暖區,1100131,243.19,11600000,0,成屋,基隆市,47699.3297421769
中正區,1100116,407.72,33000000,0,成屋,基隆市,80937.8985578338
中正區,1100115,141.56,4700000,0,成屋,基隆市,33201.46934162192
中正區,1100110,155.14,7450000,0,成屋,基隆市,48021.14219414723
仁愛區,1100124,57.59,6400000,0,成屋,基隆市,111130.40458412918
信義區,1100127,109.35,3600000,0,成屋,基隆市,32921.81069958848
安樂區,1100127,110.04,4500000,0,成屋,基隆市,40894.22028353326
暖暖區,1100121,183.47,8160000,0,成屋,基隆市,44475.936120346654
七堵區,1100129,72.19,1800000,0,成屋,基隆市,24934.20141293808
暖暖區,1100115,98.63,2800000,0,成屋,基隆市,28388.928317955997
暖暖區,1100108,107.42,5300000,0,成屋,基隆市,49339.0430087507
七堵區,1100127,81.17,4200000,0,成屋,基隆市,51743.25489712948
中山區,1100121,80.0,3300000,0,成屋,基隆市,41250.0
安樂區,1100127,94.58,1780000,0,成屋,基隆市,18820.04652146331
仁愛區,1100128,77.95,3300000,0,成屋,基隆市,42334.830019243105
信義區,1100110,131.92000000000002,6400000,0,成屋,基隆市,48514.25106124923
信義區,1100129,176.22,6000000,0,成屋,基隆市,34048.34865509023
仁愛區,1100109,91.53,7550000,0,成屋,基隆市,82486.61640992024
信義區,1100123,81.16,3300000,0,成屋,基隆市,40660.42385411533
信義區,1100123,231.96,11800000,1200000,成屋,基隆市,45697.53405759614
信義區,1100118,45.52,4400000,0,成屋,基隆市,96660.80843585236
中正區,1100114,103.24,5300000,0,成屋,基隆市,51336.69120495932
信義區,1100126,44.71,2200000,0,成屋,基隆市,49205.99418474614
七堵區,1100120,176.76,14830000,1850000,成屋,基隆市,73432.90337180358
暖暖區,1100105,206.97,11990000,1300000,成屋,基隆市,51649.99758419095
暖暖區,1100115,206.97,12500000,1300000,成屋,基隆市,54114.12281973233
安樂區,1100116,59.9,2200000,0,成屋,基隆市,36727.87979966611
中山區,1100126,76.73,2600000,0,成屋,基隆市,33885.05147921282
七堵區,1100130,65.07,4700000,0,成屋,基隆市,72229.90625480252
中山區,1100129,29.94,1800000,0,成屋,基隆市,60120.24048096192
暖暖區,1100119,117.5,6500000,0,成屋,基隆市,55319.14893617021
中正區,1100127,99.17,5150000,0,成屋,基隆市,51931.02752848644
信義區,1100121,82.55,7500000,0,成屋,基隆市,90854.02786190188
信義區,1100119,59.07,2000000,0,成屋,基隆市,33858.13441679363
信義區,1100127,206.06,10580000,0,成屋,基隆市,51344.26865961371
信義區,1100130,109.14,3200000,0,成屋,基隆市,29320.139270661537
信義區,1100131,165.54,12880000,0,成屋,基隆市,77805.96834601909
安樂區,1100118,165.5,6900000,0,成屋,基隆市,41691.842900302116
中山區,1100127,71.6,5800000,0,成屋,基隆市,81005.58659217878
中山區,1100130,80.61,2000000,0,成屋,基隆市,24810.817516437168
安樂區,1100123,126.38,7500000,0,成屋,基隆市,59344.83304320304
安樂區,1100126,135.9,4800000,0,成屋,基隆市,35320.08830022075
安樂區,1100120,76.00999999999999,2050000,0,成屋,基隆市,26970.135508485728
安樂區,1100123,141.20999999999998,11800000,0,成屋,基隆市,83563.48700516962
安樂區,1100114,373.63,28000000,4000000,成屋,基隆市,64234.67066349062
安樂區,1100113,151.7,5250000,0,成屋,基隆市,34607.77851021754
安樂區,1100122,235.65,8500000,0,成屋,基隆市,36070.44345427541
安樂區,1100120,99.24,2800000,0,成屋,基隆市,28214.42966545748
安樂區,1100128,92.91,3650000,0,成屋,基隆市,39285.329889140026
安樂區,1100126,103.91,3850000,0,成屋,基隆市,37051.29438937542
七堵區,1100124,101.06,5500000,0,成屋,基隆市,54423.11498119929
中山區,1100124,168.57,22000000,0,成屋,基隆市,130509.58058966602
中正區,1100114,230.84,11360000,0,成屋,基隆市,49211.57511696413
信義區,1100102,201.26,10350000,1200000,成屋,基隆市,45463.57944946835
信義區,1100106,202.26,11700000,1200000,成屋,基隆市,51913.378819341444
信義區,1100102,134.13,7850000,1150000,成屋,基隆市,49951.53955118169
信義區,1100109,133.42000000000002,8260000,1150000,成屋,基隆市,53290.36126517763
信義區,1100104,175.96,10560000,1200000,成屋,基隆市,53193.907706296886
信義區,1100118,75.13,5000000,0,成屋,基隆市,66551.31106082791
七堵區,1100129,196.87,9150000,0,成屋,基隆市,46477.37085386295
中正區,1100120,93.54,3700000,0,成屋,基隆市,39555.27047252512
信義區,1100115,69.19,3700000,0,成屋,基隆市,53475.93582887701
仁愛區,1100128,93.48,6500000,0,成屋,基隆市,69533.59007274282
中正區,1100128,187.89,4380000,0,成屋,基隆市,23311.512054925755
信義區,1100117,107.6,8000000,0,成屋,基隆市,74349.44237918216
仁愛區,1100125,57.13,1000000,0,成屋,基隆市,17503.93838613688
中正區,1100130,96.14,5500000,0,成屋,基隆市,57208.237986270025
暖暖區,1100127,191.28000000000003,7800000,0,成屋,基隆市,40777.91718946047
暖暖區,1100122,82.01,1900000,0,成屋,基隆市,23167.906352883794
安樂區,1100128,202.44,7200000,0,成屋,基隆市,35566.09365737996
安樂區,1100129,113.47,3500000,0,成屋,基隆市,30845.157310302282
安樂區,1100103,117.08,4550000,0,成屋,基隆市,38862.316364878716
暖暖區,1100125,104.39,6200000,0,成屋,基隆市,59392.66213238816
暖暖區,1100125,167.09,5000000,0,成屋,基隆市,29923.99305763361
七堵區,1100130,244.01,11500000,0,成屋,基隆市,47129.21601573706
中正區,1100127,91.91,1880000,0,成屋,基隆市,20454.792732020454
中正區,1100123,116.36,4200000,0,成屋,基隆市,36094.87796493641
安樂區,1100129,126.63,6600000,0,成屋,基隆市,52120.35062781331
中正區,1100120,127.3,4230000,0,成屋,基隆市,33228.593872741556
安樂區,1100123,99.19,3400000,0,成屋,基隆市,34277.64895654804
七堵區,1100124,128.44,4500000,0,成屋,基隆市,35035.81438804111
中山區,1100130,79.93,1570000,0,成屋,基隆市,19642.186913549354
信義區,1091202,180.01,15000000,0,成屋,基隆市,83328.70396089107
中山區,1091201,80.41,1580000,0,成屋,基隆市,19649.297351075737
仁愛區,1091209,149.31,5400000,0,成屋,基隆市,36166.365280289334
中正區,1091204,65.58,2250000,0,成屋,基隆市,34309.2406221409
中山區,1091207,67.12,1700000,0,成屋,基隆市,25327.771156138257
七堵區,1091203,349.22,17500000,0,成屋,基隆市,50111.67745260867
中正區,1091204,90.22,2200000,0,成屋,基隆市,24384.83706495234
暖暖區,1091211,35.67,1300000,0,成屋,基隆市,36445.19203812728
暖暖區,1091203,87.48,3000000,0,成屋,基隆市,34293.55281207133
暖暖區,1091208,29.34,1580000,0,成屋,基隆市,53851.397409679616
安樂區,1091211,2246.59,241900000,0,成屋,基隆市,107674.29749086393
七堵區,1091202,97.58,4550000,0,成屋,基隆市,46628.4074605452
暖暖區,1091209,139.63,5300000,0,成屋,基隆市,37957.458998782495
暖暖區,1091206,88.81,6450000,0,成屋,基隆市,72626.95642382614
暖暖區,1091207,88.81,7030000,0,成屋,基隆市,79157.7525053485
仁愛區,1091209,83.0,3000000,0,成屋,基隆市,36144.57831325301
信義區,1091203,102.96,3500000,0,成屋,基隆市,33993.783993783996
仁愛區,1091201,92.74,9350000,0,成屋,基隆市,100819.4953633815
安樂區,1091202,183.82,7300000,0,成屋,基隆市,39712.76248503971
安樂區,1091204,110.88,3100000,0,成屋,基隆市,27958.152958152958
中山區,1091211,46.49,3500000,0,成屋,基隆市,75285.00752850075
信義區,1091203,148.94,4800000,0,成屋,基隆市,32227.742715187323
仁愛區,1091208,33.04,2700000,0,成屋,基隆市,81719.12832929782
暖暖區,1091207,163.56,6900000,0,成屋,基隆市,42186.353631694794
七堵區,1091213,64.8,3500000,0,成屋,基隆市,54012.345679012345
安樂區,1091205,123.6,9600000,0,成屋,基隆市,77669.90291262136
暖暖區,1091206,295.4,9100000,0,成屋,基隆市,30805.687203791473
七堵區,1091202,173.0,7800000,0,成屋,基隆市,45086.705202312136
安樂區,1091206,68.1,2750000,0,成屋,基隆市,40381.79148311307
中正區,1091204,118.75,4400000,0,成屋,基隆市,37052.63157894737
仁愛區,1091216,58.91,5500000,0,成屋,基隆市,93362.75674758106
