鄉鎮市區,交易年月日,建物移轉總面積平方公尺,總價元,車位總價元,資料來源,縣市,房屋單價（元/平方公尺）
仁愛區,1130124,120.57,11300000,0,成屋,基隆市,93721.48959110891
中正區,1130129,147.68,5000000,0,成屋,基隆市,33856.98808234019
暖暖區,1130107,69.08,4000000,0,成屋,基隆市,57903.879559930516
仁愛區,1130107,83.13,4680000,0,成屋,基隆市,56297.36557199567
信義區,1130119,155.95,7500000,0,成屋,基隆市,48092.33728759218
安樂區,1130115,127.99,8700000,0,成屋,基隆市,67974.0604734745
中正區,1130122,70.67,3900000,0,成屋,基隆市,55186.07612848451
暖暖區,1130122,148.26,7500000,0,成屋,基隆市,50586.80696074464
中正區,1130110,40.86,2100000,0,成屋,基隆市,51395.00734214391
安樂區,1130122,94.15,3200000,0,成屋,基隆市,33988.316516197556
中正區,1130117,177.68,19700000,0,成屋,基隆市,110873.48041422782
中山區,1130130,76.89,3200000,0,成屋,基隆市,41617.895695148916
暖暖區,1130115,210.86,17500000,0,成屋,基隆市,82993.45537323342
中山區,1130125,84.1,4200000,0,成屋,基隆市,49940.54696789537
信義區,1130118,108.44,5500000,0,成屋,基隆市,50719.29177425304
七堵區,1130115,73.41,4850000,0,成屋,基隆市,66067.2932842937
安樂區,1130127,146.26,8400000,0,成屋,基隆市,57431.97046355805
中山區,1130115,47.61,3300000,0,成屋,基隆市,69313.16950220542
中正區,1130113,102.75,4600000,0,成屋,基隆市,44768.856447688566
安樂區,1130111,76.6,3500000,0,成屋,基隆市,45691.906005221936
七堵區,1130119,102.85,4500000,0,成屋,基隆市,43753.03840544482
中正區,1130119,139.05,6760000,0,成屋,基隆市,48615.605897159294
信義區,1130103,202.68,14750000,0,成屋,基隆市,72774.81744622064
安樂區,1130128,105.48,3500000,0,成屋,基隆市,33181.64580963216
安樂區,1130130,73.03,5000000,0,成屋,基隆市,68465.01437765302
安樂區,1130130,9.61,100000,0,成屋,基隆市,10405.82726326743
中山區,1130111,79.01,7550000,0,成屋,基隆市,95557.52436400455
安樂區,1130111,142.9,9450000,0,成屋,基隆市,66130.16095171448
信義區,1130125,105.55,5160000,0,成屋,基隆市,48886.78351492184
安樂區,1130128,106.14,6600000,0,成屋,基隆市,62182.02374222725
中正區,1130115,67.7,3880000,0,成屋,基隆市,57311.669128508125
安樂區,1130126,210.7,9000000,0,成屋,基隆市,42714.760322733746
信義區,1130126,99.94,6200000,0,成屋,基隆市,62037.222333400045
安樂區,1130125,229.18,23700000,0,成屋,基隆市,103412.16511039357
七堵區,1130128,74.82,4650000,0,成屋,基隆市,62149.15797914997
安樂區,1130114,155.42,11880000,0,成屋,基隆市,76438.03886243727
安樂區,1130113,109.16,7200000,0,成屋,基隆市,65958.2264565775
安樂區,1130117,107.06,6600000,0,成屋,基隆市,61647.674201382404
中山區,1130131,92.39,4150000,0,成屋,基隆市,44918.28119926399
安樂區,1130121,97.88,8000000,0,成屋,基隆市,81732.73395995096
中山區,1130130,110.51,10300000,0,成屋,基隆市,93204.23491086779
仁愛區,1130125,88.91,8500000,0,成屋,基隆市,95602.29445506692
安樂區,1130123,379.16,23460000,0,成屋,基隆市,61873.615360270065
安樂區,1130123,71.7,3500000,0,成屋,基隆市,48814.504881450484
中正區,1130111,55.72,3800000,0,成屋,基隆市,68198.13352476669
暖暖區,1130116,170.91,8000000,0,成屋,基隆市,46808.26165818267
中正區,1130119,114.14,4650000,0,成屋,基隆市,40739.442789556684
安樂區,1121221,81.76,3300000,0,成屋,基隆市,40362.03522504892
中山區,1121204,58.8,700000,0,成屋,基隆市,11904.761904761905
暖暖區,1121201,106.39,6100000,0,成屋,基隆市,57336.215809756555
中正區,1121207,29.26,2900000,0,成屋,基隆市,99111.41490088859
安樂區,1121203,63.69,2300000,0,成屋,基隆市,36112.41953210865
仁愛區,1121205,72.84,4100000,0,成屋,基隆市,56287.75398132894
七堵區,1121210,73.74,2230000,0,成屋,基隆市,30241.388662869544
中正區,1121209,53.82,3580000,0,成屋,基隆市,66518.02303976216
中正區,1121213,91.66,2380000,0,成屋,基隆市,25965.524765437487
信義區,1121205,24.39,1030000,0,成屋,基隆市,42230.422304223044
信義區,1121206,104.99,5100000,0,成屋,基隆市,48576.05486236785
安樂區,1121203,107.83,3600000,0,成屋,基隆市,33385.88518965038
中山區,1121214,61.32,760000,0,成屋,基隆市,12393.998695368558
中山區,1121208,69.3,1200000,0,成屋,基隆市,17316.017316017318
安樂區,1121201,379.16,19960000,0,成屋,基隆市,52642.68382740795
暖暖區,1121205,94.64,4600000,0,成屋,基隆市,48605.24091293322
安樂區,1121218,416.61,23000000,0,成屋,基隆市,55207.50822111807
中山區,1121211,108.46,10600000,0,成屋,基隆市,97731.88272174074
中正區,1121207,115.67,6880000,0,成屋,基隆市,59479.553903345724
信義區,1121213,114.83,5600000,0,成屋,基隆市,48767.743621004964
暖暖區,1121209,99.46,3500000,0,成屋,基隆市,35190.02614116228
暖暖區,1121201,99.89,4000000,0,成屋,基隆市,40044.04845329863
七堵區,1121205,57.1,2600000,0,成屋,基隆市,45534.15061295972
安樂區,1121208,70.29,8220000,0,成屋,基隆市,116944.08877507468
仁愛區,1121213,71.64,15000000,0,成屋,基隆市,209380.23450586264
仁愛區,1121212,39.61,5200000,0,成屋,基隆市,131279.97980308003
七堵區,1121204,5197.4,300000000,0,成屋,基隆市,57721.16827644592
安樂區,1121214,379.16,23000000,0,成屋,基隆市,60660.40721595105
信義區,1121202,200.71,13300000,0,成屋,基隆市,66264.76010163919
七堵區,1121204,80.83,3800000,0,成屋,基隆市,47012.2479277496
仁愛區,1121207,77.22,2250075,0,成屋,基隆市,29138.50038850039
中山區,1121211,109.68,8990000,1500000,成屋,基隆市,68289.56965718453
中山區,1121206,109.62,10500000,0,成屋,基隆市,95785.44061302682
七堵區,1121204,104.69,2000000,0,成屋,基隆市,19104.021396503966
中山區,1121203,128.4,12050000,0,成屋,基隆市,93847.35202492212
安樂區,1121206,117.5,7000000,0,成屋,基隆市,59574.46808510638
安樂區,1121203,95.48,4880000,0,成屋,基隆市,51110.18014243821
安樂區,1121203,92.43,3600000,0,成屋,基隆市,38948.39337877312
中山區,1121215,46.91,1200000,0,成屋,基隆市,25580.89959496909
仁愛區,1121204,79.42,7000000,0,成屋,基隆市,88139.00780659783
安樂區,1121206,81.13,4500000,0,成屋,基隆市,55466.535190435105
安樂區,1121206,81.49,1700000,0,成屋,基隆市,20861.45539329979
信義區,1121203,197.87,14200000,0,成屋,基隆市,71764.28968514681
七堵區,1121222,74.36,4500000,0,成屋,基隆市,60516.40667025282
中正區,1121206,72.75999999999999,3620000,0,成屋,基隆市,49752.6113249038
安樂區,1121205,150.2,15300000,1500000,成屋,基隆市,91877.4966711052
安樂區,1121215,118.65,8400000,0,成屋,基隆市,70796.46017699115
信義區,1121203,48.17,1100000,0,成屋,基隆市,22835.78991073282
安樂區,1121203,102.08,7850000,0,成屋,基隆市,76900.47021943574
安樂區,1121211,65.37,3200000,0,成屋,基隆市,48952.118708887865
暖暖區,1121202,111.22,5500000,0,成屋,基隆市,49451.53749325661
七堵區,1121207,73.16,9000000,0,成屋,基隆市,123018.04264625479
中山區,1121203,193.88,13000000,0,成屋,基隆市,67051.78460903652
信義區,1121208,199.32,3570000,0,成屋,基隆市,17910.8970499699
信義區,1121225,40.66,2800000,0,成屋,基隆市,68863.74815543533
暖暖區,1121204,127.43,7500000,0,成屋,基隆市,58855.842423291215
暖暖區,1121201,100.89,9000000,0,成屋,基隆市,89206.06601248885
中正區,1121207,164.21,5200000,0,成屋,基隆市,31666.76816271847
安樂區,1121211,67.04,3600000,0,成屋,基隆市,53699.284009546536
信義區,1121221,82.47999999999999,3800000,0,成屋,基隆市,46071.7749757517
中山區,1121209,145.39999999999998,13750000,1600000,成屋,基隆市,83562.58596973866
中正區,1121204,32.14,1930000,0,成屋,基隆市,60049.78220286247
仁愛區,1121211,70.34,6330000,0,成屋,基隆市,89991.47000284333
中山區,1121204,48.24,3000000,0,成屋,基隆市,62189.05472636816
信義區,1121215,76.95,3800000,0,成屋,基隆市,49382.71604938272
安樂區,1121215,197.47,5000000,0,成屋,基隆市,25320.30181799767
安樂區,1121210,108.94,4500000,0,成屋,基隆市,41307.14154580503
中正區,1121202,145.31,7400000,0,成屋,基隆市,50925.60732227651
中山區,1121206,70.27,3180000,0,成屋,基隆市,45254.02020777003
中正區,1121209,30.9,2280000,0,成屋,基隆市,73786.40776699029
中山區,1121224,57.3,2400000,0,成屋,基隆市,41884.8167539267
仁愛區,1121208,63.95,3000000,0,成屋,基隆市,46911.64972634871
信義區,1121202,85.46,5900000,0,成屋,基隆市,69038.14650128716
信義區,1121211,107.75,7000000,0,成屋,基隆市,64965.19721577726
中山區,1121211,149.98,14500000,0,成屋,基隆市,96679.55727430325
中山區,1121201,112.6,10900000,0,成屋,基隆市,96802.84191829486
仁愛區,1121206,83.36,4740000,0,成屋,基隆市,56861.80422264875
安樂區,1121210,116.6,4450000,0,成屋,基隆市,38164.665523156094
中正區,1121205,118.31,8000000,0,成屋,基隆市,67618.96712027723
中山區,1121212,154.82,13550000,0,成屋,基隆市,87520.99211988115
中山區,1121207,109.08,9700000,0,成屋,基隆市,88925.55922258893
安樂區,1121228,71.24,2000000,0,成屋,基隆市,28074.115665356545
信義區,1121201,99.56,5800000,0,成屋,基隆市,58256.32784250703
中正區,1121230,30.14,2300000,0,成屋,基隆市,76310.55076310551
中正區,1121215,144.12,5000000,0,成屋,基隆市,34693.31112961421
中正區,1121213,89.7,4200000,0,成屋,基隆市,46822.742474916384
七堵區,1121214,197.08,10000000,0,成屋,基隆市,50740.815912319864
暖暖區,1121201,76.39,5400000,0,成屋,基隆市,70689.88087446001
中正區,1121206,109.12,5000000,0,成屋,基隆市,45821.11436950146
信義區,1121201,146.86,7350000,0,成屋,基隆市,50047.66444232602
中正區,1121209,167.13,9800000,0,成屋,基隆市,58636.9891701071
中山區,1121209,190.56,20000000,0,成屋,基隆市,104953.82031905961
暖暖區,1121227,144.04000000000002,6800000,0,成屋,基隆市,47209.10858094973
暖暖區,1121215,164.36,11980000,0,成屋,基隆市,72888.78072523727
中正區,1121220,142.68,19680000,0,成屋,基隆市,137931.0344827586
暖暖區,1121227,116.91,6370000,0,成屋,基隆市,54486.357026772734
暖暖區,1121216,118.3,4100000,0,成屋,基隆市,34657.65004226543
中正區,1121219,48.4,3500000,0,成屋,基隆市,72314.04958677686
中山區,1121204,111.02,10230000,1400000,成屋,基隆市,79535.21887948118
暖暖區,1121202,106.18,6000000,0,成屋,基隆市,56507.816914673196
安樂區,1121205,173.42000000000002,7600000,0,成屋,基隆市,43824.2417252912
中正區,1121216,218.4,14880000,1400000,成屋,基隆市,61721.61172161172
安樂區,1121216,73.31,8650000,0,成屋,基隆市,117992.088391761
七堵區,1121211,85.0,6100000,0,成屋,基隆市,71764.70588235294
安樂區,1121227,43.47,2500000,0,成屋,基隆市,57510.92707614447
暖暖區,1121211,163.81,9500000,0,成屋,基隆市,57994.01745925157
信義區,1121216,137.04,13250000,0,成屋,基隆市,96687.09865732634
信義區,1121217,80.39,3800000,0,成屋,基隆市,47269.56089065804
中正區,1121207,113.9,6150000,0,成屋,基隆市,53994.732221246704
中山區,1121212,180.84,12000000,1300000,成屋,基隆市,59168.32559168326
安樂區,1121206,116.35,9800000,0,成屋,基隆市,84228.6205414697
中正區,1121211,111.27,6450000,0,成屋,基隆市,57967.10703693718
信義區,1121203,118.61,4030000,0,成屋,基隆市,33976.89908102184
中山區,1121213,60.55,2500000,0,成屋,基隆市,41288.19157720892
仁愛區,1121207,50.76,6000000,0,成屋,基隆市,118203.3096926714
安樂區,1121212,74.66,4200000,0,成屋,基隆市,56255.02276989017
中正區,1121204,148.36,12000000,0,成屋,基隆市,80884.33540037746
中山區,1121220,139.3,6900000,0,成屋,基隆市,49533.38119167265
安樂區,1121225,100.89,3650000,0,成屋,基隆市,36178.01566062048
七堵區,1121224,47.54,1700000,0,成屋,基隆市,35759.3605384939
安樂區,1121210,114.53,3700000,0,成屋,基隆市,32305.946040338775
安樂區,1121227,132.5,2450000,0,成屋,基隆市,18490.56603773585
信義區,1121214,103.25,3450000,0,成屋,基隆市,33414.04358353511
信義區,1121215,83.34,6500000,0,成屋,基隆市,77993.76049916007
七堵區,1121201,115.58,6500000,0,成屋,基隆市,56238.1034781104
暖暖區,1121202,83.21000000000001,5500000,0,成屋,基隆市,66097.8247806754
安樂區,1121203,96.02,4350000,0,成屋,基隆市,45303.06186211206
信義區,1121206,193.91,14000000,0,成屋,基隆市,72198.44257645299
七堵區,1121225,104.53,6000000,0,成屋,基隆市,57399.78953410504
安樂區,1121206,105.49,4600000,0,成屋,基隆市,43606.02900748886
安樂區,1121225,132.9,4800000,0,成屋,基隆市,36117.38148984199
安樂區,1121217,191.23,8080000,0,成屋,基隆市,42252.784604926004
安樂區,1121206,151.60000000000002,3960000,0,成屋,基隆市,26121.372031662264
中正區,1121216,32.57,1950000,0,成屋,基隆市,59871.046975744546
暖暖區,1121215,105.32,3300000,0,成屋,基隆市,31333.08013672617
中山區,1121230,116.09,1500000,0,成屋,基隆市,12921.009561547075
安樂區,1121219,127.16,9700000,0,成屋,基隆市,76281.84963825102
中正區,1121230,76.58,5700000,0,成屋,基隆市,74431.96657090624
七堵區,1121213,69.93,4300000,0,成屋,基隆市,61490.06149006148
中山區,1121225,100.46,4100000,0,成屋,基隆市,40812.26358749752
暖暖區,1121225,96.37,3600000,0,成屋,基隆市,37356.023658814986
安樂區,1121205,189.66000000000005,10800000,0,成屋,基隆市,56944.00506168932
中正區,1121218,31.61,2400000,0,成屋,基隆市,75925.34008225246
中山區,1121227,196.51,12000000,0,成屋,基隆市,61065.59462622768
仁愛區,1121219,143.45,12300000,1200000,成屋,基隆市,77378.87765772047
中正區,1121222,106.28,4200000,0,成屋,基隆市,39518.25366955213
信義區,1121226,123.57,10500000,0,成屋,基隆市,84972.0806020879
中正區,1121224,236.17,23000000,0,成屋,基隆市,97387.47512385147
信義區,1121227,45.84,2600000,380000,成屋,基隆市,48429.319371727746
中山區,1121209,53.52,3550000,0,成屋,基隆市,66330.3437967115
安樂區,1121218,70.29,8400000,0,成屋,基隆市,119504.90823730259
中山區,1121201,108.4,10900000,0,成屋,基隆市,100553.50553505534
七堵區,1121219,62.88,3650000,0,成屋,基隆市,58047.0737913486
暖暖區,1121215,78.6,2200000,0,成屋,基隆市,27989.821882951655
暖暖區,1121214,107.39,4000000,0,成屋,基隆市,37247.41596051774
中正區,1121224,96.69,4300000,0,成屋,基隆市,44472.0239942083
信義區,1121226,123.57,13190000,0,成屋,基隆市,106741.11839443231
中正區,1121205,114.42,13000000,0,成屋,基隆市,113616.50061178116
七堵區,1121208,92.64,5100000,0,成屋,基隆市,55051.81347150259
七堵區,1121213,132.31,15500000,0,成屋,基隆市,117149.11949210188
安樂區,1121213,153.93,15800000,1600000,成屋,基隆市,92249.72390047424
信義區,1121212,232.04,16080000,1500000,成屋,基隆市,62833.99413894156
中正區,1121206,181.49,9500000,0,成屋,基隆市,52344.48178963028
七堵區,1121229,57.31,4300000,0,成屋,基隆市,75030.53568312686
仁愛區,1121222,68.6,3700000,0,成屋,基隆市,53935.860058309045
信義區,1121212,205.49,12300000,0,成屋,基隆市,59856.92734439632
信義區,1121222,148.94,7300000,0,成屋,基隆市,49013.02537934739
中正區,1121216,273.79,12500000,0,成屋,基隆市,45655.429343657546
中山區,1121224,53.52,2900000,0,成屋,基隆市,54185.35127055306
中正區,1121221,93.12,3580000,0,成屋,基隆市,38445.017182130585
中正區,1121204,77.6,3200000,0,成屋,基隆市,41237.113402061856
信義區,1121223,61.64,3100000,0,成屋,基隆市,50292.018170019466
七堵區,1121222,194.0,16800000,0,成屋,基隆市,86597.93814432989
仁愛區,1121206,189.36,10880000,0,成屋,基隆市,57456.6962399662
七堵區,1121206,325.3,17800000,0,成屋,基隆市,54718.72118044882
信義區,1121212,133.42000000000002,11300000,0,成屋,基隆市,84694.94828361564
安樂區,1121228,100.11,6000000,0,成屋,基隆市,59934.072520227746
中正區,1121227,32.55,2220000,0,成屋,基隆市,68202.76497695853
暖暖區,1121202,78.51,3400000,0,成屋,基隆市,43306.58514838874
中山區,1121207,102.99,4200000,0,成屋,基隆市,40780.658316341396
信義區,1121211,164.68,7800000,0,成屋,基隆市,47364.58586349283
七堵區,1121227,81.53,3500000,0,成屋,基隆市,42928.98319636943
七堵區,1121225,155.2,7700000,0,成屋,基隆市,49613.402061855675
中正區,1121209,88.72,2100000,0,成屋,基隆市,23669.972948602346
中山區,1121220,47.99,1700000,0,成屋,基隆市,35424.04667639091
安樂區,1121225,135.06,15400000,0,成屋,基隆市,114023.39700873685
仁愛區,1121223,38.0,4000000,0,成屋,基隆市,105263.15789473684
七堵區,1121210,137.34,8900000,0,成屋,基隆市,64802.67948157856
仁愛區,1121226,33.2,3000000,0,成屋,基隆市,90361.44578313253
中山區,1121201,269.7,16150000,0,成屋,基隆市,59881.34964775677
安樂區,1121225,88.69,4100000,0,成屋,基隆市,46228.43612583155
安樂區,1121227,102.02,3000000,0,成屋,基隆市,29405.99882376005
仁愛區,1121229,41.49,3870000,0,成屋,基隆市,93275.4880694143
中正區,1121210,94.18,4200000,0,成屋,基隆市,44595.45551072414
安樂區,1121201,159.61,4800000,0,成屋,基隆市,30073.303677714426
安樂區,1121226,127.28,6300000,0,成屋,基隆市,49497.17159019485
中山區,1121216,71.68,7400000,0,成屋,基隆市,103236.60714285713
信義區,1121226,214.33,15500000,0,成屋,基隆市,72318.38753324312
中正區,1121211,161.47,6800000,420000,成屋,基隆市,39511.98365021366
信義區,1121210,134.9,6900000,0,成屋,基隆市,51148.99925871015
仁愛區,1121231,101.51,5500000,0,成屋,基隆市,54181.85400453157
中正區,1121214,193.92,13150000,1000000,成屋,基隆市,62654.70297029703
中山區,1121227,283.65,14680000,0,成屋,基隆市,51753.922087079154
中正區,1121218,111.05,6500000,0,成屋,基隆市,58532.192705988295
安樂區,1121229,246.54,8800000,0,成屋,基隆市,35694.0050296098
安樂區,1121224,100.61,3000000,0,成屋,基隆市,29818.10953185568
安樂區,1121220,162.31,13800000,0,成屋,基隆市,85022.48783192656
安樂區,1121213,92.28,5380000,0,成屋,基隆市,58300.82358040746
安樂區,1121223,110.44,4000000,0,成屋,基隆市,36218.761318362915
仁愛區,1121217,77.72,3300000,0,成屋,基隆市,42460.113226968606
中正區,1121227,122.72,7200000,0,成屋,基隆市,58670.14341590613
七堵區,1121220,121.69,4300000,0,成屋,基隆市,35335.68904593639
仁愛區,1121216,94.5,8500000,0,成屋,基隆市,89947.08994708995
仁愛區,1121226,38.0,2300000,0,成屋,基隆市,60526.31578947369
安樂區,1121210,80.15,4500000,0,成屋,基隆市,56144.7286338116
信義區,1121208,81.29,5900000,0,成屋,基隆市,72579.65309386147
安樂區,1121229,82.69999999999999,2950000,0,成屋,基隆市,35671.10036275696
仁愛區,1121215,50.74,1720000,0,成屋,基隆市,33898.30508474576
安樂區,1121229,158.04,7050000,0,成屋,基隆市,44608.95975702354
安樂區,1121224,79.92,4400000,0,成屋,基隆市,55055.055055055054
中山區,1121213,110.72,4300000,0,成屋,基隆市,38836.705202312136
安樂區,1121223,122.26,1800000,0,成屋,基隆市,14722.72206772452
暖暖區,1121210,76.50999999999999,7900000,0,成屋,基隆市,103254.47653901452
七堵區,1121205,134.44,6000000,0,成屋,基隆市,44629.574531389466
中正區,1121213,83.14,4150000,0,成屋,基隆市,49915.80466682704
中山區,1121216,100.33,2680000,0,成屋,基隆市,26711.850892056216
安樂區,1121223,79.47,6500000,0,成屋,基隆市,81791.87114634454
中山區,1121209,124.61,8550000,0,成屋,基隆市,68614.0759168606
安樂區,1121210,117.39,5200000,0,成屋,基隆市,44296.78848283499
安樂區,1121223,122.61,5020000,0,成屋,基隆市,40942.82684935976
中正區,1121228,88.84,4150000,0,成屋,基隆市,46713.19225574066
仁愛區,1121231,46.74,2614600,0,成屋,基隆市,55939.23833975181
安樂區,1121202,237.21,16280000,0,成屋,基隆市,68631.17069263522
仁愛區,1121225,114.72,3500000,0,成屋,基隆市,30509.065550906555
暖暖區,1121230,155.22,7950000,0,成屋,基隆市,51217.62659451101
安樂區,1121226,178.43,8400000,0,成屋,基隆市,47077.28520988623
中正區,1121220,117.11,3000000,0,成屋,基隆市,25616.94133720434
信義區,1121227,128.17000000000002,5920000,0,成屋,基隆市,46188.65569165951
七堵區,1121222,48.77,2400000,0,成屋,基隆市,49210.58027475907
仁愛區,1121220,206.98,22000000,0,成屋,基隆市,106290.46284665186
安樂區,1121219,86.16,10300000,0,成屋,基隆市,119545.03249767874
安樂區,1121226,106.42,2500000,0,成屋,基隆市,23491.824844953957
中正區,1121226,178.32999999999998,11500000,0,成屋,基隆市,64487.18667638648
安樂區,1121226,171.28,10500000,0,成屋,基隆市,61303.129378794954
中山區,1121231,80.0,3700000,0,成屋,基隆市,46250.0
中正區,1121215,121.03,5800000,0,成屋,基隆市,47922.00280922085
信義區,1121212,260.82,27000000,0,成屋,基隆市,103519.66873706004
暖暖區,1121231,90.95,4200000,0,成屋,基隆市,46179.21935129192
安樂區,1121230,130.51,4200000,0,成屋,基隆市,32181.4420350931
中正區,1121208,136.17000000000002,9700000,1300000,成屋,基隆市,61687.59638686935
信義區,1121227,216.11,9400000,0,成屋,基隆市,43496.36759057887
中正區,1121229,69.36,3000000,0,成屋,基隆市,43252.59515570934
暖暖區,1121230,71.17,3500000,0,成屋,基隆市,49178.02444850358
暖暖區,1121230,112.65,5500000,0,成屋,基隆市,48823.790501553485
中山區,1121226,80.62,3500000,0,成屋,基隆市,43413.54502604812
中正區,1121219,322.73,17850000,0,成屋,基隆市,55309.391751619
仁愛區,1121226,131.28,9800000,0,成屋,基隆市,74649.60390006093
中正區,1121231,139.79,8560000,0,成屋,基隆市,61234.70920666715
安樂區,1121221,103.0,6500000,0,成屋,基隆市,63106.796116504855
七堵區,1121221,69.83,7500000,0,成屋,基隆市,107403.69468709723
仁愛區,1121227,62.23,3800000,0,成屋,基隆市,61063.795596978955
中正區,1121231,80.55,5600000,0,成屋,基隆市,69522.03600248293
安樂區,1121229,111.95,6400000,0,成屋,基隆市,57168.37874050916
暖暖區,1121231,86.53,7800000,0,成屋,基隆市,90142.14723217381
暖暖區,1121209,163.81,10900000,0,成屋,基隆市,66540.50424272023
信義區,1121208,150.41,13000000,0,成屋,基隆市,86430.42350907519
中山區,1121224,291.82,15000000,0,成屋,基隆市,51401.548900006856
中正區,1121228,120.17,10090000,2000000,成屋,基隆市,67321.29483232088
中正區,1121225,103.76,3500000,0,成屋,基隆市,33731.688511950655
七堵區,1121229,83.05,5000000,0,成屋,基隆市,60204.69596628537
安樂區,1121225,245.99,12000000,0,成屋,基隆市,48782.47083214765
暖暖區,1121228,63.48,5500000,0,成屋,基隆市,86641.46187775678
七堵區,1121225,142.35000000000002,11900000,0,成屋,基隆市,83596.76852827537
信義區,1121228,125.58,5350000,0,成屋,基隆市,42602.32521102086
中正區,1121227,64.42,4300000,0,成屋,基隆市,66749.4566904688
暖暖區,1121231,101.89,7000000,0,成屋,基隆市,68701.54087741682
安樂區,1121212,164.61,8400000,0,成屋,基隆市,51029.706579187165
中正區,1121204,113.12,6380000,0,成屋,基隆市,56400.2828854314
中山區,1121229,72.0,3600000,0,成屋,基隆市,50000.0
中正區,1121208,124.58,8500000,1000000,成屋,基隆市,60202.279659656444
中正區,1121214,124.61,9000000,1000000,成屋,基隆市,64200.30495144852
七堵區,1121221,88.16,5650000,0,成屋,基隆市,64088.02177858439
信義區,1121209,112.38,4170000,0,成屋,基隆市,37106.24666310732
仁愛區,1121231,80.19,4200000,0,成屋,基隆市,52375.60793116349
安樂區,1121230,96.13,3450000,0,成屋,基隆市,35888.90044731094
仁愛區,1121231,127.8,7900000,0,成屋,基隆市,61815.336463223786
信義區,1121230,157.98,7800000,0,成屋,基隆市,49373.33839726548
安樂區,1121227,66.36,3150000,0,成屋,基隆市,47468.354430379746
安樂區,1121229,165.16,5000000,0,成屋,基隆市,30273.674013078227
安樂區,1121211,68.18,5600000,0,成屋,基隆市,82135.52361396303
中正區,1121222,80.4,2700000,0,成屋,基隆市,33582.0895522388
中正區,1121227,98.13,6600000,0,成屋,基隆市,67257.71935188017
暖暖區,1121226,81.84,2900000,0,成屋,基隆市,35434.995112414465
中山區,1121231,104.43,4000000,0,成屋,基隆市,38303.169587283344
安樂區,1121231,87.78,3600000,0,成屋,基隆市,41011.619958988376
中正區,1121213,123.97,8950000,1400000,成屋,基隆市,60901.831088166495
中正區,1121229,148.44,8650000,0,成屋,基隆市,58272.702775532205
七堵區,1121231,136.54,8680000,0,成屋,基隆市,63571.11469166545
信義區,1121231,219.65,8800000,1550000,成屋,基隆市,33007.056681083544
中正區,1121231,104.94,5700000,0,成屋,基隆市,54316.752429959975
中正區,1121209,72.72,4200000,0,成屋,基隆市,57755.77557755775
安樂區,1121224,89.0,3380000,0,成屋,基隆市,37977.52808988764
安樂區,1121215,110.46,5500000,0,成屋,基隆市,49791.77982980265
信義區,1121220,202.74,13000000,0,成屋,基隆市,64121.53497089868
信義區,1121205,201.68,12000000,0,成屋,基隆市,59500.19833399444
中正區,1121220,96.66,3600000,0,成屋,基隆市,37243.947858473
暖暖區,1121220,264.63,14800000,0,成屋,基隆市,55927.14355893134
中山區,1121228,51.61,4800000,0,成屋,基隆市,93005.23154427437
安樂區,1121119,100.88,5600000,0,成屋,基隆市,55511.498810467885
中正區,1121113,190.79,9250000,0,成屋,基隆市,48482.624875517584
中山區,1121120,77.26,5750000,0,成屋,基隆市,74424.02278022261
仁愛區,1121115,156.07,8000000,0,成屋,基隆市,51259.05042609086
安樂區,1121119,98.55,6220000,0,成屋,基隆市,63115.16996448504
中正區,1121115,70.7,4300000,0,成屋,基隆市,60820.36775106082
信義區,1121104,43.92,3200000,0,成屋,基隆市,72859.74499089253
安樂區,1121102,99.31,4500000,0,成屋,基隆市,45312.657335615746
七堵區,1121117,86.74,3200000,0,成屋,基隆市,36891.86073322573
安樂區,1121118,191.69,13880000,0,成屋,基隆市,72408.5763472273
仁愛區,1121104,175.4,9500000,0,成屋,基隆市,54161.91562143672
暖暖區,1121103,78.31,6100000,0,成屋,基隆市,77895.5433533393
中正區,1121111,83.11,3200000,0,成屋,基隆市,38503.18854530141
中正區,1121113,165.99,7050000,0,成屋,基隆市,42472.43809868064
中正區,1121111,149.35,6950000,0,成屋,基隆市,46534.98493471711
暖暖區,1121111,104.73,5600000,0,成屋,基隆市,53470.82975269741
七堵區,1121111,123.82,18200000,0,成屋,基隆市,146987.5625908577
七堵區,1121117,78.7,6800000,0,成屋,基隆市,86404.06607369758
暖暖區,1121104,117.42,8350000,0,成屋,基隆市,71112.24663600749
七堵區,1121104,105.19,6500000,0,成屋,基隆市,61792.94609753779
中山區,1121117,55.7,1000000,0,成屋,基隆市,17953.321364452422
安樂區,1121103,269.09,13000000,0,成屋,基隆市,48310.97402356089
七堵區,1121121,90.45,4600000,0,成屋,基隆市,50856.82697622996
暖暖區,1121117,98.86,2300000,0,成屋,基隆市,23265.223548452355
仁愛區,1121116,45.35,1060000,0,成屋,基隆市,23373.759647188534
信義區,1121103,86.54,6600000,0,成屋,基隆市,76265.31083891842
仁愛區,1121101,101.45,5160000,0,成屋,基隆市,50862.49383932972
暖暖區,1121104,81.8,6500000,0,成屋,基隆市,79462.10268948655
暖暖區,1121124,100.5,6100000,0,成屋,基隆市,60696.517412935325
安樂區,1121113,100.63,3300000,0,成屋,基隆市,32793.40157010832
暖暖區,1121109,74.19,2950000,0,成屋,基隆市,39762.771262973445
中正區,1121103,114.64,5300000,0,成屋,基隆市,46231.681786461966
